user_id,number_transactions_sports,number_of_days_sports,number_of_geo_hash_sports
-17000080125993704433,2,2,1
1568518356910837035,1,1,1
-20950761301653703635,2,2,1
-487636670121370395,1,1,1
-8976872766933703035,1,1,1
-24190681484613703854,1,1,1
-6090131141823702660,1,1,1
-2342914767945370473,1,1,1
20603260392261370275,2,2,1
-3309831738453704034,1,1,1
13916153726772370428,1,1,1
-23158410711693703761,1,1,1
-20165535729243703275,1,1,1
22336054892388370242,1,1,1
15109585134834370488,1,1,1
27242238511869370479,1,1,1
-20267353655433702426,2,2,1
-23567322668133702507,2,2,1
17934817334862370425,2,2,1
-15017660608533704265,3,3,1
-6717347889573702591,1,1,1
22656730857909370440,2,2,1
6198760562490370230,2,2,1
-12687050386743704511,1,1,1
13414684212426370401,1,1,1
-19201054061973703161,1,1,1
21971459782461370401,1,1,1
-13526023796943703161,2,2,1
22145861376483370401,2,2,1
10614151967355370320,2,2,1
-3846903351543702237,1,1,1
-21065685230493704703,2,2,1
8506770425412370353,2,2,1
26738129098344370323,3,3,1
-18550322534163702339,2,2,1
21103018451751370488,2,2,1
11466919167963370224,1,1,1
-5700534397833703329,2,2,1
21477062353122370266,1,1,1
12206231015247370338,1,1,1
20093952068586370341,2,2,1
-11405551991343702996,2,2,1
-3214235679453702363,2,2,1
12925874074902370203,3,3,1
14211749622939370296,2,2,1
-13065449385303703392,1,1,1
-14981112341823702339,1,1,1
2562368093243137023,3,3,1
20282062639995370377,1,1,1
4053411713559370266,2,2,1
-27570583309473702687,2,2,1
8796394302576370491,1,1,1
7238285971785370326,1,1,1
-20025234143583702135,1,1,1
8699842521102370200,1,1,1
-6851738398653702165,2,2,1
13601949809880370233,2,2,1
-23228297860983703512,2,2,1
-24874006293303702159,2,2,1
14288598256005370227,1,1,1
21835609154388370236,2,2,1
17227069116999370377,2,2,1
20247381061326370224,2,2,1
16393487276250370281,2,2,1
-3182953024983703281,2,2,1
18395184934170370233,3,3,1
4062159461823370452,2,2,1
-19224457841943704988,3,3,1
-27213275541603704937,2,2,1
-16813652189433704199,2,2,1
-16271968768323703074,1,1,1
-1429378283406370200,2,2,1
5945953119738370263,1,1,1
2775529633492537041,1,1,1
23620740053550370302,2,2,1
23317372285086370206,1,1,1
-12639993683373702432,1,1,1
12343437085749370233,2,2,1
-23031841982283702144,2,2,1
7862580939474370353,3,3,1
-12096928597983703635,2,2,1
-25591123770483702108,2,2,1
20437651638093370440,3,3,1
21784919072379370242,3,3,1
-619657917783370359,1,1,1
-25377105009273702381,2,2,1
-12542790669873702783,1,1,1
-24163292292303702738,1,1,1
-3038587507503703782,1,1,1
-26651794304163703515,1,1,1
-16962411804783702675,1,1,1
-26525894715693703539,3,3,1
-25968625800033704985,1,1,1
-21894319002663703371,3,3,1
-5840560152993703020,2,2,1
-3647764903053703533,1,1,1
-16330848029283704511,1,1,1
322253011398337035,1,1,1
-15275642460483704661,2,2,1
26825519431164370464,1,1,1
-1262223718683370266,1,1,1
17171573025471370200,1,1,1
-15511435164633703725,2,2,1
-5721825644733703557,2,2,1
-5554761637773703071,1,1,1
6446440224543370272,1,1,1
1968176822124637047,2,2,1
-17764436029593702057,1,1,1
13697161536879370386,2,2,1
10954388755920370416,2,2,1
24178500576630370494,2,2,1
2743133496998437047,2,2,1
-2258189974653370419,2,2,1
8412132913986370422,2,2,1
3659338415619370272,1,1,1
-26291632023783704592,3,3,1
22784473426866370323,2,2,1
-27138174441753703179,3,3,1
21752389508235370290,2,2,1
-25547850216573704226,2,2,1
10540538693601370278,1,1,1
-26416898242173702150,2,2,1
3128932723371370290,2,2,1
-27222876229833703002,1,1,1
6595781041110370230,1,1,1
23274711300246370296,2,2,1
-13104362078103704781,2,2,1
-12242433900213704205,2,2,1
-1109057607852370491,2,2,1
25991773771272370272,2,2,1
-6109163524503704565,1,1,1
8563497231009370467,2,2,1
11994556191450370290,2,2,1
25265668990071370290,2,2,1
-15065906376123704568,2,2,1
7565845201395370431,3,3,1
2729504846556937047,1,1,1
7954818859125370239,1,1,1
-2220434176110370455,2,2,1
16644513384264370200,1,1,1
11749801429989370383,1,1,1
19744372270353370266,2,2,1
5204148104520370332,2,2,1
14036333719629370455,2,2,1
-5315036733693704736,2,2,1
-10029170778813702705,2,2,1
-8471570940993702663,1,1,1
-18915917556033703134,2,2,1
-4144281012693703923,1,1,1
4231058777280370203,3,3,1
-2021171275050370428,1,1,1
-19595306370183703848,2,2,1
5659342789902370380,1,1,1
-22581243048063703500,1,1,1
-2498315770089370299,1,1,1
-19601043476163702741,1,1,1
21141470066436370236,2,2,1
-13049825245053704553,1,1,1
-2640564019467370275,1,1,1
-16874542226133703704,2,2,1
-20425879026333704556,1,1,1
-9414550716633703698,2,2,1
10661968686033370491,1,1,1
18936641329980370407,2,2,1
21443329244178370209,2,2,1
918836970068437044,2,2,1
-22878833025903704961,1,1,1
3658433822487370431,3,3,1
12923524291431370284,2,2,1
-25897174743213704862,1,1,1
-19805754824403703884,1,1,1
16272843517686370248,2,2,1
-27463084795983704835,1,1,1
-22589995834263703503,2,2,1
-15997701557883704247,1,1,1
14596178975850370479,2,2,1
-1701720615321370419,2,2,1
15220347405474370350,1,1,1
12011008028469370473,3,3,1
11850006034230370254,2,2,1
6973899187281370281,1,1,1
-2110537004742370293,1,1,1
16332187063275370308,2,2,1
6223097063421370479,1,1,1
-8210245420893704943,1,1,1
377042005536937044,1,1,1
-5403793752243704673,2,2,1
-10474695253383704001,2,2,1
-2030227280106370287,2,2,1
-17038014314643704169,1,1,1
-11594394440643703194,1,1,1
6153410388294370464,2,2,1
6930297674847370302,2,2,1
-16116432216843702213,2,2,1
27601242952980370482,2,2,1
-15583143028923702690,1,1,1
17259921782184370407,1,1,1
12621736651644370380,1,1,1
5914798106625370200,2,2,1
-3233186864913704883,2,2,1
-20104175710413704604,1,1,1
12737979972843370374,1,1,1
-11780707265613702027,1,1,1
-27541419692493703071,2,2,1
22453267900473370479,1,1,1
-25694969854383703002,1,1,1
17486491044534370206,1,1,1
7712071752228370236,2,2,1
-6166933085673704784,1,1,1
-24912137784633704463,1,1,1
20528234549520370437,1,1,1
2191929344353237023,2,2,1
17512523323722370494,1,1,1
2088580972472437029,1,1,1
14203252214637370476,1,1,1
7953252296172370224,1,1,1
11132389897290370335,3,3,1
-24433524592203703587,1,1,1
-23100195419433702891,1,1,1
-7723176591513702036,2,2,1
173210765467803702,1,1,1
-18088082018103702246,1,1,1
-18073453255353702510,2,2,1
-20766113545533702645,2,2,1
26890713900963370392,2,2,1
25450902671652370431,1,1,1
-15350516571183703602,1,1,1
-25981980286143703023,2,2,1
528541996207237020,1,1,1
-27421843779813704436,2,2,1
13122333150426370248,3,3,1
-14394141138513703080,2,2,1
-848862766683370449,2,2,1
-11054330369193704097,2,2,1
-17654697981003702495,1,1,1
27333504174750370356,1,1,1
14404132353414370248,2,2,1
20685186103527370401,1,1,1
-2650739113881370332,1,1,1
17112180302211370242,1,1,1
-1768929579324370368,2,2,1
-6216113224983704385,2,2,1
18379658332791370419,3,3,1
3459267904737370335,2,2,1
-14029189429143703380,3,3,1
-16444027342353702732,1,1,1
-23543316907803704583,1,1,1
19782142957923370458,1,1,1
10830232290198370239,1,1,1
-13191911053473703596,1,1,1
20756905117194370248,1,1,1
-11028794848743702348,2,2,1
4468559802651370443,2,2,1
-23927869876653703653,1,1,1
-1056849454650370422,1,1,1
5775849150804370308,3,3,1
11552907697764370383,1,1,1
-1148282657115370350,2,2,1
-6668145835263703365,2,2,1
11623511846637370317,1,1,1
19121372632428370488,2,2,1
-4543028207433702921,2,2,1
-10674339811473703614,1,1,1
-24534773198133702510,2,2,1
19977715022154370488,2,2,1
9456001462572370398,2,2,1
-6438858995793703917,2,2,1
-694179210465370482,2,2,1
-23784025404303704901,2,2,1
-10305013198563703218,2,2,1
-22172665544853702750,1,1,1
1456860907021237023,1,1,1
18825568731903370476,2,2,1
24434515030551370308,2,2,1
13394277900093370404,2,2,1
-25815357701373703041,2,1,1
-9398050733943702558,3,3,1
-1259176386645370308,1,1,1
829106889413437041,2,2,1
15804260384205370281,2,2,1
5137140719145370410,2,2,1
19017762661239370446,1,1,1
22005911172852370353,2,2,1
-6144275073033704106,2,2,1
-26101865598993703185,2,2,1
-6343967454513704988,1,1,1
-22317413240493703695,2,2,1
-2689131536391370281,2,2,1
-5107940636883703233,2,2,1
15995234939904370488,1,1,1
20170054779762370446,1,1,1
-246070961066137038,1,1,1
5456998719627370398,2,2,1
20157299099280370275,2,2,1
-19572425811543703278,1,1,1
20006615844093370233,2,2,1
-18523314568053704448,1,1,1
4692327653163370410,2,2,1
5301236576727370281,1,1,1
20905215589788370317,2,2,1
-723193849527370221,2,2,1
-19306426069053703110,2,2,1
4733680659108370437,1,1,1
23934660086226370416,2,2,1
599630504396737044,2,2,1
-1392112065267370431,2,2,1
26015244130923370410,2,2,1
-24389823448413703305,1,1,1
-3293077926273704190,1,1,1
-3163522908603704571,2,2,1
17500244373585370377,2,2,1
2513489942474137020,2,2,1
7397296314054370242,2,2,1
-1514601734649370398,1,1,1
-24998515032003703527,1,1,1
-2665533919824370398,1,1,1
-10483570379133704409,2,2,1
1958840442897337029,2,2,1
26031780691533370365,1,1,1
15562089089076370317,2,2,1
-14016880428063703764,2,2,1
10394225727861370467,1,1,1
982545358775137047,1,1,1
-16340282660823703497,2,2,1
-19966004946123703176,1,1,1
24373360784940370458,1,1,1
13067603120916370365,2,2,1
15969448454685370401,3,3,1
-13081293593103703575,1,1,1
21251296242090370431,1,1,1
170933952735453702,3,3,1
-8853336459273704517,1,1,1
-6062466513633704673,2,2,1
22839417195687370302,1,1,1
22237257688770370272,2,2,1
9179433701916370461,2,2,1
6891285556101370269,1,1,1
-5438722798023702639,1,1,1
15256539242235370320,2,2,1
-22027684106043704502,2,2,1
-16217832816813704949,2,2,1
21965926829964370353,1,1,1
-21660466486833703260,1,1,1
2226732474429637047,2,2,1
-19808979967833702375,2,2,1
15075730954626370230,2,2,1
-21939277720533702687,2,2,1
-6681729996573703842,1,1,1
-988588985865370251,2,2,1
-5091938055993704442,1,1,1
25503454373079370371,2,2,1
-9705869829513703434,2,2,1
8683443066567370494,2,2,1
23374229104743370380,1,1,1
22458245620386370320,2,2,1
-23768337162963703977,2,2,1
12866429416377370272,2,2,1
-22181583718773702183,2,2,1
18216264997788370497,2,2,1
18893963760765370371,1,1,1
24409090929966370218,2,2,1
-3359123442453703308,2,2,1
3108633646161370494,1,1,1
-1498816860900370491,2,2,1
-20478579189843704508,2,2,1
-25540412824683702585,2,2,1
-4443443997873702828,2,2,1
-12130176426033704313,2,2,1
17030345034453370329,2,2,1
-26451558441363703701,2,2,1
-6558834258003704808,2,2,1
-17391222098253704082,2,2,1
5962332801405370449,2,2,1
6768490497144370485,2,2,1
-21253316523153704925,1,1,1
-15496291594113704208,1,1,1
-17955894818073702534,1,1,1
-11862677428353703374,2,2,1
26447718553320370383,1,1,1
-21292013568783702906,2,2,1
-24970609869423704487,1,1,1
18362226295092370395,1,1,1
-2109311882115370389,2,2,1
-13469962386183702261,1,1,1
-26139507490233704919,1,1,1
-1714476671193370479,2,2,1
-11070159858183703005,1,1,1
17726938368168370287,1,1,1
23859866130861370269,1,1,1
-1081424258124370230,1,1,1
-15853316847093704742,1,1,1
25177268997789370485,1,1,1
19735075268238370209,1,1,1
3598399358901370425,1,1,1
1269363334560037035,1,1,1
4512025938999370248,1,1,1
15085558818738370212,2,2,1
-22505386564773704703,2,2,1
-6962471365383704802,1,1,1
5933879015397370470,1,1,1
12122497087212370359,1,1,1
24598757989074370350,1,1,1
-1586861143338370347,1,1,1
-25839288787803702225,1,1,1
-4830971245743702219,1,1,1
8570709433572370227,1,1,1
7778311973133370290,1,1,1
18459453592299370464,1,1,1
-23302742954103703350,2,2,1
20006529028899370416,1,1,1
20749793865747370221,1,1,1
5193517699122370275,2,2,1
18551445999654370413,2,2,1
8120101922244370407,1,1,1
5072518013202370227,1,1,1
-5379905589243703923,2,2,1
1056435048946837038,1,1,1
-4583991700743704211,1,1,1
-26277571047993704331,1,1,1
-7839169141833702906,1,1,1
-24205552674213702720,2,2,1
-6513611502063703581,2,2,1
17491875448914370473,2,2,1
-25644590803623703758,1,1,1
22732869586827370269,1,1,1
-16829620740033703347,2,2,1
14357118567900370359,2,2,1
15295170626010370299,1,1,1
8057772132819370362,1,1,1
-3562554684543702168,2,2,1
-8196246609033702534,1,1,1
20130661648911370497,2,2,1
-15704113089003703467,2,2,1
-1554796056843370377,2,2,1
-24120503284443702561,2,2,1
-3985612608453704016,2,2,1
26749439231562370431,3,3,1
-16000396711623704760,2,2,1
-11546054776863703263,2,2,1
-18384515977383702441,2,2,1
-22374138959733703998,2,2,1
-11111488969203704589,2,2,1
-11801456181303704508,2,2,1
-4362501308913703794,3,3,1
26185593750441370404,2,2,1
-18184952192193704436,2,2,1
6641188666689370446,1,1,1
5806236418692370491,2,2,1
13853611879299370407,2,2,1
10141591090182370305,2,2,1
-17465867907363703935,1,1,1
-8897775297423702615,2,2,1
-24145541537373703008,2,2,1
-18995918581143704763,2,2,1
13548999228762370224,1,1,1
-4269749526513703212,2,2,1
2140264908483037032,2,2,1
-10534569356733704124,2,2,1
-2804636499408370395,1,1,1
21012005377986370374,1,1,1
-15623519221683704505,1,1,1
17053416661728370356,1,1,1
4606750422081370440,2,2,1
-1528873940892370290,2,2,1
27083928615486370449,2,2,1
24195897244116370395,2,2,1
-15875104657713702750,1,1,1
-14031402449313704160,2,2,1
12394699065654370350,2,2,1
-21295784490213703482,2,2,1
-4110742703913704094,1,1,1
-14093031704043702411,1,1,1
21995949996507370287,2,2,1
-23025579795753704187,2,2,1
-11410825481493704217,2,2,1
-27608631799233703992,2,2,1
27348893488551370341,2,2,1
-9396026488923704733,3,3,1
2940910987203637026,2,2,1
-21585606890763703821,1,1,1
-15049171315473704049,1,1,1
-1004579246511370434,2,2,1
-26955712381893704460,2,2,1
993630515041537044,2,2,1
-21431629584393703956,1,1,1
-17461375081383704082,2,2,1
-20127257668053703203,3,3,1
-7988101324263703443,1,1,1
2380878661486837026,3,3,1
-10279136839773703464,2,2,1
-16450025665263704817,2,2,1
3071645986677370269,2,2,1
-24667289741823703188,2,2,1
22170470346576370458,1,1,1
-13848464189673704097,2,2,1
7002635675136370347,2,2,1
-27066700740813702429,1,1,1
-27489824642733702468,2,2,1
-19171540577493702279,2,2,1
1148615244038137047,2,2,1
18173657972844370272,2,2,1
-15893043937083702801,2,2,1
-4965959773413703026,2,2,1
-25355085331773702069,2,2,1
-306780501978370260,2,2,1
1504939933854337029,2,2,1
-12027881733903703743,2,2,1
-6968992362063702768,2,2,1
-22354770532023702666,2,2,1
-12961443166563704223,2,2,1
-17569363228683704946,1,1,1
-6657080232543704730,1,1,1
-20465994175173702342,1,1,1
-11071274219943703803,1,1,1
24121225627821370416,2,2,1
-19247747971473704544,2,2,1
-27274776775773704919,1,1,1
18858838848879370233,1,1,1
27278661121530370278,2,2,1
7098264188058370401,2,2,1
-2815261793667370266,1,1,1
6026477373234370275,2,2,1
-23239176082533702522,1,1,1
-14693106500043704217,3,3,1
-1996889450766370257,2,2,1
-7373032947153702291,2,2,1
10296886585686370374,1,1,1
13630109272101370227,1,1,1
15972593930985370380,1,1,1
-7785692961693703629,1,1,1
-1903295058609370428,2,2,1
-17257426581243702426,2,2,1
12033799835247370287,1,1,1
7023861318315370491,1,1,1
-11571930021903703443,2,2,1
12888768577440370215,3,3,1
-25962046186683704607,1,1,1
-27176229140703703875,2,2,1
17624535585396370407,1,1,1
19124921269128370239,1,1,1
8683642167204370482,1,1,1
-8561040742773703281,1,1,1
-13774793999403704883,2,2,1
27169781392704370365,1,1,1
7510972791945370422,1,1,1
-26880950538573702837,1,1,1
1150433165339137023,1,1,1
-920402655090370434,2,2,1
-17032936939353704436,1,1,1
-1267036188288370404,2,2,1
-19727319515193702978,2,2,1
-9272909031393702309,2,2,1
-1782531975711370365,2,2,1
-16739518452153704766,2,2,1
25243355594799370320,2,2,1
10614080090766370497,2,2,1
-5754372955653704613,1,1,1
8997808106943370368,1,1,1
-10579765899723703353,3,3,1
-2125791790302370344,1,1,1
4471033973214370362,2,2,1
-914606944563370287,1,1,1
23160422951178370404,2,2,1
-2049277916025370386,2,2,1
17166091006425370437,2,2,1
18739589381214370278,2,2,1
11863210821204370491,2,2,1
-17066404991643703761,2,2,1
-17272393411203704403,1,1,1
8752205753016370425,1,1,1
20065448490372370245,3,3,1
-15297377310843704946,2,2,1
-17945735967183702705,2,2,1
-19587107203353702882,2,2,1
-3080219407893703296,1,1,1
4098682466685370431,1,1,1
11298909235368370380,1,1,1
10113386029674370380,1,1,1
-3373540362123703845,2,2,1
-6476235423663704568,1,1,1
-11853580601163704385,1,1,1
-7088185033383702957,1,1,1
-2620277455992370416,1,1,1
3042409129368370398,1,1,1
-11358869513793703119,1,1,1
-6253803907623702642,1,1,1
11864888994045370254,2,2,1
10572864537579370494,1,1,1
-13726388232213702516,2,2,1
4340804013621370467,2,2,1
14796647479188370263,2,2,1
6126904866444370242,2,2,1
3443196432453370308,2,2,1
18913984603167370233,1,1,1
14986277854614370233,1,1,1
-23656781763093703779,1,1,1
17092136508939370362,1,1,1
9139008302274370416,2,2,1
23612456229813370431,2,2,1
14084655016347370473,1,1,1
-16220948383743704529,1,1,1
-12315133209363703680,1,1,1
-16668205963653704394,1,1,1
-7137697386573702747,1,1,1
-5071515408303702807,1,1,1
2814368656485637029,1,1,1
15806484267288370386,1,1,1
12926801466690370440,1,1,1
-14797780691073702210,2,2,1
14793604116885370332,1,1,1
16266347082228370332,1,1,1
-26786473625343704628,1,1,1
-3825460087923703287,1,1,1
1270052538723937035,2,2,1
10197894830532370224,2,2,1
-10800079708053702927,2,2,1
-16715702210163702867,2,2,1
20843867900439370212,2,2,1
16584389261694370338,2,2,1
8319527149566370254,1,1,1
-13189188532503702045,2,2,1
20500507089222370245,2,2,1
17839529129190370443,2,2,1
-14207008451133703443,1,1,1
9915014116443370323,2,2,1
-242123342525437026,1,1,1
-14986571515323702597,1,1,1
10537978459995370371,2,2,1
7890648001065370263,2,2,1
17971213735641370272,1,1,1
6208398221025370287,2,2,1
-5221923361203702912,1,1,1
20043307744962370311,1,1,1
11287557282525370227,1,1,1
8401478702268370251,1,1,1
11995782747036370299,1,1,1
11028345069447370320,1,1,1
-1059040747308370269,1,1,1
-10152525622173702561,1,1,1
5064086488986370464,2,2,1
-13341449810343703524,2,2,1
25727514623610370362,2,2,1
-19235929538523704523,1,1,1
16527138933072370254,1,1,1
-15045587966943703683,2,2,1
-27011332176783703149,2,2,1
-11686128534663702945,2,2,1
14629240694070370284,2,2,1
4772423340309370245,1,1,1
14578722392898370248,2,2,1
-1283801839509370305,1,1,1
1756548120241537029,2,2,1
13234551511896370458,2,2,1
18870574173783370221,1,1,1
-4439400846783702882,2,2,1
16457107337001370200,1,1,1
-23009690030703704919,1,1,1
16541173850220370425,1,1,1
22868557124049370350,3,3,1
-7698932689293702849,1,1,1
-10393772331813702018,3,3,1
-2416653981069370215,2,2,1
-9589515878613704751,2,2,1
-7924367946003702510,2,2,1
-23278448529783704625,2,2,1
-4539545448063704568,1,1,1
3773939420289370341,1,1,1
664827305643337035,1,1,1
24478381864662370389,2,2,1
8243805928386370440,1,1,1
5220837174459370311,1,1,1
20185175743911370245,1,1,1
-26455654914093703938,2,2,1
1938007408528237041,1,1,1
-20604085324503703851,2,2,1
27196594090851370443,2,2,1
-22155753067113702477,1,1,1
-26807575427163704586,1,1,1
-25712657028543702270,1,1,1
-25748974745193703764,2,2,1
-12639518842113704922,1,1,1
-27346105887633704697,2,2,1
-18420474932433702288,1,1,1
-23125288753713702273,3,3,1
26737933994019370428,1,1,1
-6356397244533704574,2,2,1
477915448530637047,1,1,1
12015954451065370476,1,1,1
-5312600438433704343,2,2,1
3752657112498370416,2,2,1
-25455572026113703263,1,1,1
-26093211129663702303,2,2,1
-25356636313023703377,2,2,1
-19033069036353702969,1,1,1
22380448431987370311,1,1,1
15357081125289370347,1,1,1
-14164625161443704118,1,1,1
26576347305264370287,1,1,1
14295987137925370338,1,1,1
22025094100002370332,1,1,1
-5519935521603703512,1,1,1
-7625553673113704619,1,1,1
-13189226123523703017,2,2,1
-27083971502313702120,1,1,1
-9192110939103703800,2,2,1
-13519481523003702888,1,1,1
-791006039859370446,1,1,1
23853058866642370491,1,1,1
7686638125110370431,1,1,1
-22861357796073703227,1,1,1
15011486105949370305,2,2,1
-10807732651473704118,2,2,1
1366811407554037032,2,2,1
-16310349644193703290,2,2,1
-17989445524323702309,2,2,1
-21799122267273704304,1,1,1
-2406318662085370428,2,2,1
25105592560464370290,2,2,1
24614038160052370437,1,1,1
1013036407829437020,2,2,1
-11430599526483702735,1,1,1
-21233033507703703038,2,2,1
12764479439715370287,1,1,1
17004546130722370404,1,1,1
-12373501152273704262,1,1,1
7736282798691370467,2,2,1
-2115698754828370440,2,2,1
15662371290897370338,1,1,1
-22353845477433703263,1,1,1
2462027352075937041,3,3,1
20816990180745370362,2,2,1
-21631462906473702051,2,2,1
-21303907364493702000,1,1,1
17771331064503370359,2,2,1
586104410506837020,2,2,1
14581844875779370245,2,2,1
8075974876491370326,2,2,1
-14662119440433702765,2,2,1
-6249321509973703425,2,2,1
7977616203783370221,2,2,1
9521458581681370455,2,2,1
12987262862076370341,2,2,1
14379286328952370425,1,1,1
-12280610511423703029,2,2,1
16632997781793370461,2,2,1
17573031481320370473,2,2,1
-14452021730403703632,1,1,1
6903560138922370266,1,1,1
4397338346250370326,1,1,1
-20156392130583703314,1,1,1
9663883940784370479,2,2,1
-16338236630523704181,3,3,1
8095118237799370323,1,1,1
-13005410842353702033,1,1,1
-18677341117293703620,1,1,1
11286656459412370497,1,1,1
20115594033771370374,3,3,1
-26944685506473702384,1,1,1
19926531071358370470,1,1,1
14699856193677370278,2,2,1
18066064544034370389,1,1,1
-13232341203783702816,1,1,1
3319739233365370422,2,2,1
18210224460087370491,1,1,1
-20182017499413703689,1,1,1
-20317456162983704631,2,2,1
4170399878451370278,2,2,1
-11054345133393703281,1,1,1
11360181076401370449,1,1,1
-5128894743303704520,1,1,1
-18274446117813702078,1,1,1
-14143739901393704667,1,1,1
-26128308503703703302,2,2,1
-8646260855103703536,1,1,1
-3727630196973703845,1,1,1
-11075610101223703626,2,2,1
-9525323425203702417,1,1,1
-18731745432573704832,1,1,1
-7222240675923702852,2,2,1
18841253378730370260,2,2,1
19655102137518370287,1,1,1
-24222192815613702339,3,3,1
-16508136420033703191,2,2,1
-4302290483373703377,2,2,1
-9917864282343703239,2,2,1
-9943572584403703743,2,2,1
-18964694204583704835,2,2,1
22274592638955370230,1,1,1
-1266557021460370227,1,1,1
-392166452271370344,2,2,1
-20781610226223702663,1,1,1
-7222157569653704640,1,1,1
18364570556277370341,1,1,1
23134574302509370371,2,2,1
-3646638003423702117,1,1,1
315640961822737032,1,1,1
14857129811811370257,1,1,1
-22417934083383703926,2,2,1
6219191762172370485,2,2,1
17275866728265370236,1,1,1
-10487632048473702099,1,1,1
9711304592121370278,2,2,1
-23386088563443704859,2,2,1
-10678106650773703977,2,2,1
-8160917743263702159,1,1,1
-10957379618013704361,2,2,1
24830387423925370224,1,1,1
-21901608918723704511,3,3,1
-25669659909393703254,2,2,1
-22164466100793703560,1,1,1
20293500278574370410,2,2,1
14732997037044370428,1,1,1
8455399674063370494,2,2,1
-8712521079873704781,2,2,1
18911990660130370350,2,2,1
-9693708561213702723,2,2,1
-11929648545663704637,1,1,1
26259226471575370350,2,2,1
16145698012062370269,1,1,1
3021220662849370323,1,1,1
21574269794349370287,1,1,1
7290246032772370464,2,2,1
15680828839836370335,2,2,1
-1543381430430370302,2,2,1
-1416582166503370395,2,2,1
-14484864228933702129,1,1,1
19321768053846370371,1,1,1
9283090576980370497,2,2,1
-23903147620683702486,1,1,1
17766002468829370320,2,2,1
6122151443814370224,2,2,1
-12561623794233702663,1,1,1
4075714916004370224,2,2,1
-10437019490163704973,1,1,1
-3987129480033702546,2,2,1
-4977781048263704577,1,1,1
27490082523879370242,1,1,1
-20217471170433702255,3,3,1
13782962503494370482,2,2,1
-7529385541593704385,1,1,1
12499508171013370263,1,1,1
-15218936970813702261,2,2,1
-12926411238633702141,1,1,1
25566581571462370467,2,2,1
-23965731840153704544,1,1,1
-16660282792443704946,1,1,1
16010956283463370287,1,1,1
-4388832269853702525,1,1,1
18284002850769370302,1,1,1
15070099519089370344,1,1,1
14409038142210370362,1,1,1
-14309943219333702588,1,1,1
15600292177857370434,2,2,1
21973481517387370422,1,1,1
13590134331132370338,1,1,1
-2806884866301370230,2,2,1
14264697115698370260,2,2,1
13800143744601370251,1,1,1
6291377606859370287,1,1,1
17646909163629370413,1,1,1
-1746502049538370410,1,1,1
1930067971897837032,2,2,1
-90787044576637029,1,1,1
17803503746559370293,2,2,1
-19255705873263703158,1,1,1
-2775071299881370347,2,2,1
7603841753916370377,3,3,1
2056857383597737044,1,1,1
-11103683266203704601,2,2,1
-5106192822093704343,2,2,1
-8929417465743703488,2,2,1
7949108536521370338,1,1,1
43289090800323702,2,2,1
3332937443607370437,2,2,1
12524730854793370281,2,2,1
-22966248650133704430,1,1,1
-2767317597219370419,2,2,1
23495657152689370344,1,1,1
4712144100573370263,2,2,1
-25641307977483702168,1,1,1
-25208397381123704172,2,2,1
16763248324500370377,2,2,1
10630862687421370485,2,2,1
20335199948004370311,2,2,1
6199321150494370266,2,2,1
22771983762954370461,1,1,1
-9002887826703704421,2,2,1
4058723511849370365,1,1,1
-25511506379613702990,4,4,1
-24539772573063704574,1,1,1
13154003907528370413,2,2,1
27162104203380370254,1,1,1
-5518400253063702594,1,1,1
-5468413259403702417,2,2,1
-7733918129943702762,1,1,1
16782501795747370284,1,1,1
26156948236407370272,1,1,1
10633127554899370422,2,2,1
10338615992001370272,2,2,1
8584509683424370215,1,1,1
-4279301908173702765,1,1,1
-490939749417370374,1,1,1
16609444261380370458,1,1,1
2775621031651837026,2,2,1
20606491412613370245,2,2,1
-8611747015473703287,1,1,1
-392013169545370329,1,1,1
-15634020375333703059,1,1,1
18064244579418370374,1,1,1
-9277995933543703335,1,1,1
-6013362768783703734,2,2,1
2525159549169037041,2,2,1
5609418566901370221,1,1,1
526109426216437038,1,1,1
21592490009121370260,1,1,1
11396094159555370404,1,1,1
-24505124199483702429,2,2,1
-15330882605313704700,1,1,1
9890730080568370278,2,2,1
-7241751434103704094,2,2,1
17839832982870370365,2,2,1
8702757371547370248,1,1,1
10633486903797370248,1,1,1
7614273182100370236,2,2,1
8637679123842370314,1,1,1
-19744797750303704583,1,1,1
-14567459683203704205,3,3,1
-9037255602993702354,2,2,1
-13000538540253703839,1,1,1
-22324288689543703122,2,2,1
-11921061621543702327,1,1,1
27563668247823370287,2,2,1
-19177437132093704010,1,1,1
-8063919283143703260,1,1,1
-8530960996833704847,2,2,1
7096302508752370254,1,1,1
4793251511622370203,1,1,1
-19630610051493702711,2,2,1
-3648643194873703998,1,1,1
13956680721450370296,2,2,1
24016836767688370293,2,2,1
1404487574589037047,1,1,1
-19339353953493702744,1,1,1
-2071002136446370461,1,1,1
5308932091494370428,1,1,1
-25115823742773703935,1,1,1
-3670616114433702600,2,2,1
482919404859637032,1,1,1
-8834189407143703035,1,1,1
-17868080991543703608,2,2,1
-22905800757813703830,1,1,1
25444695014940370260,2,2,1
540015704399137044,2,2,1
1869569451795037023,1,1,1
19801291273908370299,2,2,1
-11289327327783703800,1,1,1
-15173269877943704730,1,1,1
16194944437530370350,1,1,1
20257308927981370416,1,1,1
14874145081551370356,2,2,1
-17131729034343702084,3,3,1
25283209501623370440,1,1,1
-2379122649015370224,2,2,1
10022068230999370236,1,1,1
