user_id,number_transactions_drinks,number_of_days_drinks,number_of_geo_hash_drinks
-3163522908603704571,2,2,1
-21509338872243703644,2,2,1
-16739518452153704766,2,2,1
-5149442740203702216,2,2,1
-21111720423033702753,2,2,1
12966786880506370428,1,1,1
7002635675136370347,2,2,1
16488928510047370314,1,1,1
-1916515101450370248,1,1,1
24279053707764370278,2,2,1
11682330660720370296,2,2,1
-18880890785613704490,1,1,1
12129581450127370302,2,2,1
10300139103000370434,2,2,1
2525650540538137029,2,2,1
-14567459683203704205,3,3,1
5497985760402370413,2,2,1
-18080048192193704547,2,2,1
-5913703535853704802,2,2,1
14211749622939370296,2,2,1
25451659129665370200,2,2,1
8695502188311370353,2,2,1
910921536219637047,3,3,1
15600292177857370434,2,2,1
408172049679937023,2,2,1
10518977475174370257,1,1,1
156884426595153702,3,3,1
7890648001065370263,2,2,1
22214010482475370350,1,1,1
6493830786822370455,2,2,1
10865311804326370305,3,3,1
19016000554929370248,1,1,1
-6520878790893702390,1,1,1
18503057668947370305,3,3,1
-5133291320403703416,1,1,1
-6343967454513704988,1,1,1
-11715867209133704361,2,2,1
-12080712687183703962,2,2,1
-22198569263163702180,1,1,1
-26403877034133702684,1,1,1
-24722574805953702582,2,2,1
-3559981206063704472,1,1,1
-14484864228933702129,1,1,1
-12106787946783702288,1,1,1
14253637234431370251,1,1,1
-14047891964193702297,1,1,1
-15472321924833703497,2,2,1
-378570845970370497,2,2,1
-2728755476109370434,1,1,1
-19171540577493702279,2,2,1
-13088147669133703476,1,1,1
22741748543223370308,1,1,1
-5488575189183703785,1,1,1
13337602107813370371,2,2,1
14793604116885370332,1,1,1
19462393185390370422,1,1,1
25275947746656370473,2,2,1
8810113396332370341,2,2,1
6520501500189370329,1,1,1
23372711660217370254,1,1,1
-912821986710370242,2,2,1
-21000420368883702489,3,3,1
4078064728053370239,2,2,1
16688408883603370275,2,2,1
10759803310170370212,2,2,1
-7965359791623704187,1,1,1
25105592560464370290,2,2,1
-26119839143013704934,2,2,1
5406675599796370290,2,2,1
-8766864542643703353,2,2,1
-16217832816813704949,2,2,1
-13052849706513702975,1,1,1
23167139960055370254,2,2,1
-26354787609183702864,2,2,1
-25647591650583702429,1,1,1
7255865661606370251,2,2,1
23841198423921370353,2,2,1
-11430599526483702735,1,1,1
-2164414422210370203,1,1,1
-4351921094673703731,1,1,1
15928743404871370473,1,1,1
-11771568251193702681,1,1,1
11606466119127370401,1,1,1
-26724858310893704358,1,1,1
-7557800497833704331,1,1,1
-23599040748003702798,1,1,1
23088807049287370467,1,1,1
-11952075514503704493,2,2,1
1936483715674837029,1,1,1
21250878174705370458,2,2,1
3331798235370370284,2,2,1
-8756044626753703875,2,2,1
-20335645496043703641,2,2,1
15378224362374370458,3,3,1
-16086956203923702969,1,1,1
-9211541366283702615,1,1,1
15964687192263370215,1,1,1
11615600689200370353,1,1,1
-24998515032003703527,1,1,1
17458865518233370272,1,1,1
10358378227137370212,1,1,1
7642930747158370380,1,1,1
-7627791715863704139,1,1,1
-9646229512773704004,1,1,1
13353664033665370323,2,2,1
12414123776127370239,2,2,1
25243355594799370320,2,2,1
-27083971502313702120,1,1,1
3953777518839370389,1,1,1
10853570321004370293,1,1,1
-18096596005983704646,3,3,1
-18205432468143702441,1,1,1
13666891907376370410,1,1,1
15112819381722370479,1,1,1
11730126344547370371,2,2,1
1844469084354037044,1,1,1
9437540138226370200,2,2,1
-19590742317153702492,2,2,1
-27048197611683702237,2,2,1
5989278267753370281,1,1,1
10458630143481370254,1,1,1
21620673389469370368,1,1,1
27511946464464370428,1,1,1
-1446490499604370338,1,1,1
-21393789100443702525,1,1,1
-8431021601103702966,1,1,1
-3079914085833703047,1,1,1
-14186748038613704949,1,1,1
-6926412770133702435,1,1,1
15806484267288370386,1,1,1
22411882187187370245,2,2,1
-8736949394553702720,1,1,1
18543259062837370293,1,1,1
10343132350011370443,1,1,1
18367683920301370248,1,1,1
25455365285121370479,1,1,1
20048885172108370446,2,2,1
2993697439456237047,3,3,1
-26659249469973702777,2,2,1
2435676182534437047,2,2,1
-11651802660723704268,2,2,1
12092959163865370281,2,2,1
-678996939309370413,2,2,1
1739500356630637023,2,2,1
11433672971625370308,2,2,1
2707324034213137041,2,2,1
23027918015691370371,2,2,1
-13519481523003702888,1,1,1
-27498516063513704121,1,1,1
-609016064643370452,1,1,1
-4646326596333702216,3,3,1
4712144100573370263,2,2,1
-3365669853303702996,2,2,1
20065448490372370245,3,3,1
6382150204197370470,2,2,1
11055185262936370383,2,2,1
-4223187457443702336,1,1,1
19710595867791370281,2,2,1
15077995711212370335,1,1,1
-5927683292193704655,1,1,1
-9901223031543703851,1,1,1
-428880125541370383,1,1,1
6619998414651370461,1,1,1
-11419984728483704076,2,2,1
46714897472523702,3,3,1
-14104967407353702837,2,2,1
1275475539213037032,3,3,1
7798922316558370467,1,1,1
-3483199510923704070,2,2,1
-9976199946813703899,1,1,1
13757367434265370257,1,1,1
2786305441516837044,3,3,1
21289779292029370467,2,2,1
3609948062268370404,1,1,1
23521305776358370218,1,1,1
1383867782845237041,2,2,1
24966027020382370491,1,1,1
-10509496664523704565,2,2,1
-18245122841703703248,1,1,1
-4937467992063704829,2,2,1
11863210821204370491,3,3,1
7972505426121370242,2,2,1
-21693552499833703824,1,1,1
22290362971002370383,2,2,1
-8649378249873702180,2,2,1
-3126021138333704352,2,2,1
-14551902512523703191,2,2,1
27437838761913370263,2,2,1
24991760461998370296,2,2,1
-2344648901019370338,2,2,1
24409090929966370218,2,2,1
23099730406830370392,2,2,1
-22273989217023702582,2,2,1
-26318635443333702903,1,1,1
-5397754569003704520,2,2,1
506154758999737044,2,2,1
-13621000258323703515,3,3,1
-13567927133763703809,2,2,1
15125763568233370344,1,1,1
-22878833025903704961,1,1,1
-22541011555563703314,2,2,1
-4593194793813703437,2,2,1
-15350516571183703602,1,1,1
-19668942610593703212,2,2,1
24257054237430370290,1,1,1
11924188769082370371,1,1,1
13248091959108370431,2,2,1
26658355658532370344,2,2,1
2430056865304237023,1,1,1
-15377832825843702006,1,1,1
-12315133209363703680,1,1,1
7759616592918370383,3,3,1
-3628437818643703965,2,2,1
20483274278391370428,2,2,1
22846230925152370431,4,4,1
-249828250207537035,1,1,1
-20806576803993703263,1,1,1
-24591447689823702285,1,1,1
-21555861616593702642,2,2,1
-6776483856183703869,2,2,1
3389402983095370428,1,1,1
12997523671857370281,2,2,1
15330327721272370407,2,2,1
-1943186321103370371,3,3,1
-26915681034363702129,1,1,1
-13828018234833704886,1,1,1
26639770374009370452,2,2,1
358203076480237032,3,3,1
-9575629265013702540,2,2,1
-15118850238273703074,2,2,1
-2398613681613370329,2,2,1
-22259514927483702189,2,2,1
16286835551424370206,2,2,1
17247483449187370320,1,1,1
-15125780181453704130,2,2,1
-9020600116923703998,1,1,1
-12658519937133702330,2,2,1
4140451255299370224,2,2,1
-24202898379273703977,1,1,1
-2897338155642370428,1,1,1
-3370865130603703617,2,2,1
-333989049435370494,3,3,1
16108190819928370485,2,2,1
-20826535851123704436,1,1,1
19802225604726370494,1,1,1
-3811587480153703242,2,2,1
17173368559842370263,2,2,1
-1897261121622370392,2,2,1
-15286433591763702498,2,2,1
-13808634305343702888,2,2,1
22310693828295370245,2,2,1
21333923745909370434,1,1,1
8970542995482370380,1,1,1
18868177756500370359,1,1,1
-11986293501093704592,3,3,1
14955281101494370365,1,1,1
-4887898307733702978,1,1,1
19179759838305370476,2,2,1
23828444236563370278,2,2,1
5775045691026370419,2,2,1
21342278298489370308,1,1,1
-21061368267603703749,2,2,1
-7475070959613704142,1,1,1
-26380828343283703971,5,5,1
17964178489887370395,2,2,1
-9709976564043703104,1,1,1
-2802669240267370425,2,2,1
5364688108593370302,1,1,1
-27408780848883704037,2,2,1
1931218012605037032,2,2,1
-8487301041393702240,1,1,1
24061440761589370377,1,1,1
21413804041503370368,2,2,1
26474197196721370245,2,2,1
-4591035681693704655,3,3,1
18183705889098370389,1,1,1
25851947562057370353,2,2,1
3983310693864370446,2,2,1
-4836029172813702702,2,2,1
24146401694934370449,1,1,1
-12659770990023702714,1,1,1
18924621819552370305,2,2,1
-4793203237593704124,2,2,1
-14716746897753703197,7,7,1
15406968395676370374,1,1,1
-10146964017483703791,2,2,1
1553121542414737029,2,2,1
11238655401954370485,1,1,1
25744439447757370266,3,3,1
-26113533180813704877,2,2,1
-3386460324423704154,2,2,1
-21894921385563703821,1,1,1
-18550322534163702339,2,2,1
23321848515789370434,3,3,1
8148866287230370392,1,1,1
3752657112498370416,7,7,1
-12757339221603704247,1,1,1
-10798178737323703347,1,1,1
-24867782119473704661,2,2,1
25266952313352370371,1,1,1
-12283499763363703314,2,2,1
5244267663099370338,1,1,1
12122525770356370470,2,2,1
2004087251843137032,2,2,1
23958550795404370365,3,3,1
-1052300452401370383,2,2,1
4681668892002370467,1,1,1
20580072917391370482,2,2,1
-8057674273683702669,2,2,1
-18889097794443702075,1,1,1
-11463452651343702510,1,1,1
-26746417357833703146,1,1,1
-1909171551120370392,2,2,1
-15153855008403704364,1,1,1
7699432804431370281,2,2,1
14766663300336370350,1,1,1
-27241664844003702864,1,1,1
-16114851632373704679,1,1,1
-9815061416343703101,2,2,1
-26729023071123703857,2,2,1
20843867900439370212,2,2,1
-12583778471673704115,2,2,1
-13665643544763704223,2,2,1
23263819816464370278,1,1,1
17482006285050370332,1,1,1
15079619967246370356,2,2,1
27028561051155370374,1,1,1
-23698536879723702924,2,2,1
9780574539318370437,1,1,1
26487680871666370482,1,1,1
11500435859919370290,1,1,1
-4673685144213702033,1,1,1
-25805226205203704685,2,2,1
-7185490628673703686,2,2,1
-6839923652583704364,1,1,1
-9790915766673702444,2,2,1
-23031841982283702144,2,2,1
5183330696967370491,2,2,1
-6546072353223702135,2,2,1
8075974876491370326,2,2,1
21460664685516370323,1,1,1
-7809605652783702792,1,1,1
4365289487808370359,1,1,1
14075343839967370245,2,2,1
-5175004799973704721,2,2,1
15229257893607370314,2,2,1
-24970440800163702387,1,1,1
-3436844415363704967,2,2,1
-21842208108543704781,1,1,1
-20300121468633702153,2,2,1
24121225627821370416,2,2,1
8579486493960370485,2,2,1
-21823740467643704910,1,1,1
-15557151791493703749,1,1,1
2687483258190937038,1,1,1
10436041589310370437,1,1,1
-12326190832473702456,2,2,1
-18996079259823703824,2,2,1
14629240694070370284,2,2,1
-27015922383693704952,2,2,1
-4921915906233704643,2,2,1
-7987644873783703323,1,1,1
-16411724841003702645,2,2,1
14591529847620370287,2,2,1
20078307711246370311,1,1,1
46294853199033702,3,3,1
-23048390378193703047,2,2,1
15771555989751370494,1,1,1
9481646502444370389,3,3,1
13469702362053370476,1,1,1
3128932723371370290,2,2,1
27036040057794370200,2,2,1
12393933303453370272,1,1,1
-5557058356413703863,2,2,1
-1175281064916370443,1,1,1
-22737576017733704898,2,2,1
8895592284303370482,1,1,1
14536187811138370248,1,1,1
-12167529301443702054,2,2,1
6860720872797370263,2,2,1
-25669659909393703254,2,2,1
-13625603297853702453,2,2,1
-9414550716633703698,2,2,1
2622324342620137032,1,1,1
-12611116314243703935,1,1,1
13708202838723370329,2,2,1
9071923862310370440,2,2,1
3326010017322370335,2,2,1
-2923861707798370434,2,2,1
21920747112798370254,3,3,1
-6611733867963704205,2,2,1
11670746704443370380,1,1,1
-296115865719637041,1,1,1
-17654996122743702243,1,1,1
-18955807807323704271,2,2,1
-7381321351113704559,1,1,1
-15986689800753704418,1,1,1
-18558724954353703725,2,2,1
14402397900228370449,2,2,1
4562712100383370320,1,1,1
5421840419913370332,3,3,1
14404132353414370248,2,2,1
2833117499095237023,2,2,1
1344870738414037038,2,2,1
3732314017119370203,2,2,1
-10515982466823704091,2,2,1
25405574533245370401,2,2,1
-21267625068033702330,1,1,1
6881611532298370485,1,1,1
-16035512834493704409,1,1,1
10439693942418370305,1,1,1
7304437251870370458,2,2,1
17839529129190370443,2,2,1
5877837194439370452,1,1,1
1485284998044637047,1,1,1
20554880153544370395,2,2,1
4123985679522370428,2,2,1
5456998719627370398,2,2,1
-5248472932863702642,2,2,1
-24537245584743704778,1,1,1
24883767173289370299,1,1,1
-14143739901393704667,1,1,1
-26356613475333704928,2,2,1
5642856428142370254,1,1,1
7749771316626370449,2,2,1
-7698932689293702849,1,1,1
12169000740876370461,2,2,1
6122151443814370224,2,2,1
25700590635273370212,2,2,1
11680290498810370356,1,1,1
-14454933181833702261,1,1,1
5470177609329370266,2,2,1
1877251118647237029,2,2,1
5893583313300370326,1,1,1
-723193849527370221,2,2,1
-22384911055323704373,2,2,1
1814236353453637038,2,2,1
22814879540799370449,3,3,1
3871663264953370353,1,1,1
11160531572742370287,2,2,1
23404618016703370314,2,2,1
-990763858053370242,3,3,1
12130001449191370251,2,2,1
-26474131874703702510,2,2,1
2395821119702137047,2,2,1
-18384515977383702441,2,2,1
-11521950278853702408,2,2,1
-2054530747584370389,3,3,1
9381411956691370344,2,2,1
-17989445524323702309,2,2,1
13346251375152370236,2,2,1
20115594033771370374,3,3,1
-5328668583033703842,2,2,1
5310235103244370416,1,1,1
22004851057014370266,2,2,1
-23630294864853704955,2,2,1
-14693106500043704217,3,3,1
-7222157569653704640,1,1,1
-6994660395453703743,1,1,1
6329305081056370407,2,2,1
-25316918222913704595,2,2,1
-10092004789383703305,1,1,1
-1928535753300370233,2,2,1
-20530359276633703191,3,3,1
16796833427604370239,2,2,1
7000206221394370272,1,1,1
-14236593656733704028,2,2,1
27097960436760370449,1,1,1
18182690635635370293,2,2,1
7811161239879370401,2,2,1
-9206877135813703851,4,4,1
19748332987584370365,1,1,1
-25566587867553702255,2,2,1
-14457607688103702456,2,2,1
-17769407859873703749,2,2,1
-24340670307183703911,2,2,1
-18446498319333704259,2,2,1
16459896558150370416,2,2,1
11351541542766370230,2,2,1
-15802616781933702810,2,2,1
10394225727861370467,1,1,1
-22352892059403702534,2,2,1
19624782351324370314,1,1,1
-4058533920873703533,1,1,1
19881453559014370317,2,2,1
17839832982870370365,2,2,1
-14484417305163703467,1,1,1
-10647033638733703149,1,1,1
-19242466925403704985,2,2,1
17800960516731370311,2,2,1
-22823020208283704634,2,2,1
-917436605895370455,2,2,1
-26021827551513704529,2,2,1
25836486677301370434,2,2,1
-12540656938743703101,2,2,1
-15372404590593703269,2,2,1
-2705875020036370293,1,1,1
-26525894715693703539,3,3,1
-9446398174533703878,2,2,1
11994556191450370290,2,2,1
-10311488639253702,2,2,1
9840206733993370293,1,1,1
-16433507097633704628,2,2,1
12011008028469370473,3,3,1
-25895345836863703158,2,2,1
-12533141587353704088,1,1,1
-8538152926293703335,1,1,1
-10287226092933704799,1,1,1
25994734519452370428,1,1,1
-22197233082993704559,1,1,1
-19988013637203703224,1,1,1
27227451369801370218,1,1,1
-9705435573243702447,1,1,1
10586546000871370386,2,2,1
-9500164997313702456,2,2,1
-25100315273163704517,2,2,1
-19928767539873704496,2,2,1
21535450455699370224,2,2,1
11302988569191370371,2,2,1
-9389982823413702459,3,3,1
20658994567128370368,1,1,1
4718359887720370497,3,3,1
8031115686012370209,1,1,1
26152036351044370335,2,2,1
-15519265714233704199,2,2,1
-25782784522833702498,2,2,1
999288050105737041,2,2,1
-21502253672673703140,1,1,1
-22590435596823703224,2,2,1
170933952735453702,3,3,1
-6429254980293703791,1,1,1
-398504090100370200,1,1,1
-18731745432573704832,1,1,1
-23508699090303702474,2,2,1
17162560240329370293,3,3,1
21168449084040370263,2,2,1
-19350045488883703329,2,2,1
-18892712832453703059,2,2,1
12381885730212370218,2,2,1
-24495251795673702765,1,1,1
17839726581576370281,1,1,1
11088435730821370410,1,1,1
13472862965940370251,1,1,1
14651227012794370281,2,2,1
-24112794344523702102,3,3,1
22210307608932370380,2,2,1
5824394318871370314,2,2,1
-20595714102633702921,2,2,1
-12625798321653703752,2,2,1
-3537350221833703161,1,1,1
-5701889278473704709,1,1,1
6021845585640370287,1,1,1
-4748619601803704718,1,1,1
25745444651604370494,1,1,1
8247718616151370434,3,3,1
6538646522196370446,2,2,1
6093717851526370473,1,1,1
-19201054061973703161,1,1,1
12457210713435370488,1,1,1
6527835877929370251,1,1,1
-1275665981547370275,1,1,1
26326678068297370446,1,1,1
-23309280088683703446,2,2,1
-25098953118723702798,2,2,1
24598757989074370350,1,1,1
-26690138570163703086,1,1,1
5928223990815370455,2,2,1
-27553563367743704379,1,1,1
23581012076694370305,3,3,1
-6935942625453702408,2,2,1
9743025855081370230,2,2,1
25565070191529370374,2,2,1
26182645246116370233,2,2,1
14843812841190370305,2,2,1
-20799382100133702825,3,3,1
-24075124407903704037,2,2,1
2631591244322437026,3,3,1
-3797959935933703872,2,2,1
20039981605221370224,2,2,1
-12248624948523703716,2,1,1
-23897854309443702969,1,1,1
2575630784065237038,2,2,1
25963879877436370431,1,1,1
6661456716501370314,1,1,1
27149037487911370437,2,2,1
-19007664580893702462,1,1,1
24510372258780370374,1,1,1
-15405929181963702330,1,1,1
-22365697361223704514,1,1,1
-15775561345593704139,2,2,1
-3110048016393702630,2,2,1
8796394302576370491,3,3,1
7862580939474370353,3,3,1
-16667802342483704118,1,1,1
20778490158681370311,2,2,1
-18235282024563703719,2,2,1
-18803972945553702066,1,1,1
-2470012207923370464,1,1,1
1805714033982637041,2,2,1
20452423362810370212,2,2,1
-6945162855303702648,2,2,1
5452952010672370371,2,2,1
-23855231673573704130,1,1,1
4658778918855370305,2,2,1
-23632769083893704313,1,1,1
-9902897698863703086,2,2,1
25503454373079370371,2,2,1
21472683071169370320,2,2,1
-16164671067063703365,3,3,1
21075546710499370491,2,2,1
27369766216773370410,2,2,1
22031027955801370260,1,1,1
-19441600893663703077,2,2,1
-16920467343903703488,2,2,1
13457519315700370266,2,2,1
19442601882792370254,1,1,1
11782080945360370488,1,1,1
19381012895268370374,2,2,1
-16305666815973703560,2,2,1
16510356855939370203,1,1,1
5580050163366370305,2,2,1
-533273954442370371,2,2,1
-2295327477903370434,1,1,1
-10495492425393703887,2,2,1
-5588035783863702228,2,2,1
-1061391578589370281,1,1,1
-7799964565923702651,2,2,1
-27366591623763702750,3,3,1
-11874582585003704334,3,3,1
26134718739615370461,2,2,1
-24007879682703702570,2,2,1
-2474505302100370215,1,1,1
-10635761158593702762,1,1,1
1442714548211137032,2,2,1
-26864312921763703194,2,2,1
-26263519099413702957,1,1,1
27340108590699370326,1,1,1
-18731850630183702411,2,2,1
-8880693859083703191,3,3,1
-25383553309233703383,1,1,1
-26356819436583703332,3,3,1
-8828308985523702030,1,1,1
18252980042070370353,1,1,1
-16456074962283704736,2,2,1
9110274769080370236,2,2,1
7052590709403370230,1,1,1
-1932925223016370488,1,1,1
17976876842319370353,2,2,1
-23567322668133702507,2,2,1
-6391040829783703275,2,2,1
22170470346576370458,1,1,1
-17603876469393703143,2,2,1
16155624266667370350,1,1,1
3160605403317370368,2,2,1
3700633140267370326,1,1,1
1539545192034637029,2,2,1
-25526734146093704961,2,2,1
21797322908646370266,1,1,1
26749439231562370431,5,5,1
12174192644283370368,2,2,1
-21108225204123702915,1,1,1
10537978459995370371,2,2,1
19325577361395370332,3,3,1
-11707122441123704877,2,2,1
11233322921928370317,2,2,1
24715819950111370422,3,3,1
8589053026998370329,1,1,1
-12523203851763703869,3,3,1
21308589675699370494,1,1,1
12001356575250370254,2,2,1
12208712150943370434,2,2,1
-18638940780093703194,1,1,1
15075730954626370230,2,2,1
-3209190033933702,2,2,1
11769883385529370494,2,2,1
-9099563143053703722,2,2,1
26464836912957370467,2,2,1
19944548091504370284,3,3,1
-13884906344103702984,1,1,1
-9359156869293704130,2,2,1
-8023396152453702657,1,1,1
-2701444824426370416,1,1,1
-19177311734253703794,2,2,1
-2533947574725370368,1,1,1
-15056806883613702513,2,2,1
16329191243523370332,2,2,1
24587459635962370440,1,1,1
-23057967839463702678,2,2,1
25736525056902370428,1,1,1
12966594208005370272,2,2,1
-20875907567253704496,2,2,1
-3166999915773704646,1,1,1
4272344641413370395,1,1,1
6466211423823370233,1,1,1
-22047895284993702963,1,1,1
2091200807441137044,2,2,1
-16681409545383704952,2,2,1
-2313051308112370206,2,2,1
-7957264239543703020,1,1,1
12580973542086370461,2,2,1
-12061700745123704913,2,2,1
515076616241137047,2,2,1
18585613922610370239,2,2,1
-24669522526233703176,2,2,1
-20914411587423703164,2,2,1
20915678541975370296,1,1,1
22268154210717370413,1,1,1
-18142807855473704268,1,1,1
1269363334560037035,1,1,1
-4809666287673703371,1,1,1
-6782909783523703032,1,1,1
-4070759597583703959,1,1,1
8051577521802370356,1,1,1
24976717059528370305,2,2,1
-4142486938803704577,1,1,1
1514262119078737026,2,2,1
-15297377310843704946,2,2,1
-306780501978370260,2,2,1
-720332539380370311,2,2,1
2820054733276537020,2,2,1
9294357560859370296,1,1,1
-26101865598993703185,2,2,1
-10799040238953703299,1,1,1
-17887498733163704181,1,1,1
7387102736928370290,2,2,1
12982623014007370239,2,2,1
12747644342655370461,2,2,1
-6535639590213704454,2,2,1
-16092261290463703596,3,3,1
-27152860165683702507,2,2,1
10536382865544370389,2,2,1
-12194642335443704898,2,2,1
7577148824025370215,1,1,1
26515930595154370269,1,1,1
-22186099318593702843,1,1,1
-24131008036053702963,1,1,1
-13039336713183703965,2,2,1
-23076747147183702783,1,1,1
4700352935004370353,1,1,1
11583699429519370485,1,1,1
-15243850870533704832,1,1,1
-14142248892063702621,2,2,1
-21578309338413703200,1,1,1
3171362693412370239,1,1,1
-16355494509843702213,1,1,1
9459703117587370488,1,1,1
3659020411176370263,2,2,1
-21639844503033703575,2,2,1
-5214570860493704682,1,1,1
9655488080472370353,2,2,1
16817848442163370479,1,1,1
-23479993982943704322,1,1,1
1886839391970937035,1,1,1
16397485573638370431,2,2,1
23831366603169370218,2,2,1
-21433393366683704136,1,1,1
18316207539954370275,1,1,1
10054701078687370302,1,1,1
12841688976483370224,1,1,1
-18501334704783702390,1,1,1
7864292969298370344,2,2,1
-27467761722393704109,2,2,1
25044793195020370329,1,1,1
22677952349982370332,2,2,1
477915448530637047,1,1,1
23933842835166370305,1,1,1
22380448431987370311,2,2,1
1861318115744737029,2,2,1
18137970388896370371,1,1,1
-8343998979393703257,2,2,1
-8124193293153704517,1,1,1
-11328346256253704991,2,2,1
8627739974145370224,2,2,1
16657473839232370365,1,1,1
-5901601819953703230,1,1,1
-20476961474013702312,2,2,1
16819312965768370293,1,1,1
13705158376293370305,1,1,1
-9740536741683702972,1,1,1
-25923164890863703719,2,2,1
27051241998450370311,1,1,1
755598266709637029,2,2,1
6023242573215370215,2,2,1
-18003705616623704805,2,2,1
14593573638918370329,2,2,1
-12130176426033704313,2,2,1
-11716660871763703224,1,1,1
-891943008753370206,1,1,1
21432585607263370275,2,2,1
3566459103813370443,2,2,1
-25006837757493704286,1,1,1
-27120802745703704727,3,3,1
8319527149566370254,1,1,1
-2465857140987370368,2,2,1
-8580293358663703785,2,2,1
-5312600438433704343,2,2,1
6792448436715370338,2,2,1
22719301758075370434,1,1,1
383108187221137020,2,2,1
-11189259047943704226,2,2,1
15108561228288370341,2,2,1
-1644553370208370404,2,2,1
17017185697389370311,1,1,1
24561912340923370488,2,2,1
2691565068719137041,2,2,1
24198202672299370383,2,2,1
22969404139086370431,1,1,1
-3172625230233703338,2,2,1
15105508979883370410,4,4,1
-18529277815383702963,2,2,1
20497941961794370389,2,2,1
23228333564367370362,2,2,1
-20781610226223702663,1,1,1
-9700067858373702564,2,2,1
-6212031842133702699,2,2,1
2529831661348237044,2,2,1
23273988828642370359,2,2,1
15463559485119370464,2,2,1
1556206401375037035,2,2,1
-16959035585163704667,2,2,1
24576174609381370371,3,3,1
-3394404118563703227,2,2,1
-19410737262933702147,2,2,1
-15073915760493704487,2,2,1
15951452171673370206,1,1,1
3600933140421370488,1,1,1
25563517728069370347,1,1,1
-24227854559223703968,1,1,1
22247616304938370305,1,1,1
-25239853370313704859,1,1,1
-21089758546953703419,1,1,1
13897710032766370449,2,2,1
-13692227333133702870,1,1,1
18694688679762370482,1,1,1
12715780842423370488,1,1,1
18230410079556370491,1,1,1
-9686072925723703641,1,1,1
-2753313430431370497,1,1,1
18456775679496370308,1,1,1
22693110670494370497,2,2,1
-27283096198833702744,2,2,1
24133836745677370383,1,1,1
19815272433867370284,3,3,1
-18573292078713704055,1,1,1
-3609837848433704205,2,2,1
11003932681818370329,2,2,1
43289090800323702,2,2,1
18327276342987370482,2,2,1
8832840682245370359,2,2,1
24842520771027370458,1,1,1
19942708970637370212,1,1,1
-22615287470103702174,1,1,1
545495921464237029,2,2,1
-23942608865673704751,2,2,1
-13526023796943703161,2,2,1
19949916811020370254,2,2,1
-9786194527473704382,2,2,1
-6013362768783703734,2,2,1
777946889782237029,2,2,1
21065459771916370413,2,2,1
-9345462803013703305,2,2,1
-16761488230023702990,2,2,1
-23536950335463702708,2,2,1
-23005465689783703269,2,2,1
-24588260035383703272,2,2,1
-13821691355793704295,1,1,1
21999003465843370497,2,2,1
-22976081371293704745,3,3,1
14276440820385370200,1,1,1
3221611286901370413,2,2,1
-17855359516383702075,2,2,1
-5642551136043703137,2,2,1
-11918559914193704268,1,1,1
-18599234641293703029,2,2,1
11227152862266370485,1,1,1
26738129098344370323,3,3,1
19553848584858370449,2,2,1
16617010796769370404,2,2,1
12825122526714370263,2,2,1
-16961332512993703410,2,2,1
17739467187669370272,2,2,1
17359400684394370431,2,2,1
-18097106456373702699,2,2,1
-24497074604073704304,2,2,1
4476229869309370236,1,1,1
-5832377459433703470,2,2,1
-19498797919023704958,2,2,1
23263794385848370248,1,1,1
-27042650876493704283,2,2,1
-9663068783643703380,2,2,1
5578907906454370281,2,2,1
17036668789980370413,1,1,1
-24659430183783704709,2,2,1
-20021364722943704784,2,2,1
-21295784490213703482,2,2,1
26831504581482370317,2,2,1
-17654697981003702495,2,2,1
347270818044937029,2,2,1
-27122089380603703596,2,2,1
20214613859292370452,2,2,1
18440959832766370359,2,2,1
24361267433604370215,1,1,1
20603260392261370275,2,2,1
-23369759253123703284,2,2,1
5193517699122370275,2,2,1
-23293843660203704577,2,2,1
3763530616164370422,1,1,1
13250103419991370209,1,1,1
17544394845651370305,2,2,1
-12093804010413704298,2,2,1
11211484000146370413,1,1,1
-13833822068163702120,2,2,1
-13795339422273704709,2,2,1
-23957803421553704964,3,3,1
1141418615668837023,1,1,1
-21406122153213703479,2,2,1
-27396848303943702222,2,2,1
-2204811660315370404,1,1,1
-6492117071913703890,1,1,1
-7284944217453704427,2,2,1
21594320407992370269,2,2,1
21973481517387370422,1,1,1
12446841725190370440,1,1,1
15837237536958370314,1,1,1
-7575845797443703578,1,1,1
4547102251806370491,1,1,1
4170399878451370278,2,2,1
-25951114908213702885,1,1,1
-6119200312773703947,2,2,1
-21687529971243702903,1,1,1
-20317456162983704631,2,2,1
12647490978567370338,2,2,1
-20943635443743702051,2,2,1
-19695351934383702684,1,1,1
27041576569425370407,1,1,1
8376978049734370308,1,1,1
-22172665544853702750,1,1,1
21396001555479370467,1,1,1
-19017991977153702654,1,1,1
15566446613460370467,2,2,1
38581597502763702,1,1,1
10134609056451370347,1,1,1
4497652297437370470,1,1,1
12216032047341370233,1,1,1
24431869001544370257,2,2,1
-22100192563263702192,2,2,1
25375108235613370320,2,1,1
21820063748757370482,1,1,1
-27448733466633702624,1,1,1
5420141717778370434,1,1,1
12996490065288370377,1,1,1
26238421469352370488,1,1,1
13272820065777370314,1,1,1
-2781327812928370419,1,1,1
9023064929715370302,1,1,1
23372886647733370311,1,1,1
18913984603167370233,1,1,1
-23737442138793702789,1,1,1
-21899735583273703779,1,1,1
27276464377965370251,1,1,1
19390619198043370347,1,1,1
-21605820615453702819,1,1,1
24871217832849370407,2,2,1
7808503264944370200,1,1,1
20185175743911370245,1,1,1
-13510032290073702960,2,2,1
